Hospitals Name,Hospital Address,Pincode,website,City,Category,Founded,Number,Email,Other Email,Other Email.1,Verified_Emails,Secondary_Emails,Other contact,Other contact.1,Other contact.2,Other contact.3, , .1, .2, .3, .4,clean_phone,clean_email
Vatsalya Children's Clinic,"Doctors' Floor, Second floor, 4th Cross Rd, Gangaparameshwari Nagar, Kutappa Garden, Mulki Sundar Ram Shetty Nagar, Bilekahalli, Bengaluru, Karnataka 560076",560076,,Karnataka, Children Hospitals ,,082967 64532,hospitalvatsalyachildren@gmail.com,drpreetamathur@gmail.com,,,sandeep.bhanu28@gmail.com,+91-9838713111,+91-9838585111,9838585111,,,,,,,,hospitalvatsalyachildren@gmail.com
Raghavendra Children Hospital,"Khanapur Road, Belgaum, Karnataka 590006",590006,,Karnataka, Children Hospitals ,,0831 242 6220,aghavendrachildrenhospital@gmail.com,support@helloclinic.in,,,carashmmi@gmail.com,+918312426220,9100069645,,,,,,,,,aghavendrachildrenhospital@gmail.com
"Dr.Govindappa Raichur, Child Hospital","Vidya Nagar, Gangavathi, Karnataka 583227",583227,,Karnataka, Children Hospitals ,,085332 31573,kvibbangurb@gmail.com,kvibbangrural2002@gmail.com,kvibbidar@gmail.com,,rbksurat@gmail.com,drthippeswamygdd88@gmail.com,aichur@icar.gov.in,pckvkraichur@uasraichur.edu.in,,,,,,,,kvibbangurb@gmail.com
Ovum Woman & Child Speciality Hospital,"#216 A, 100ft Outer Ring Road, Near Kathriguppe Signal, 2nd Block, 3rd Phase, Banashankari 3rd Stage, Bengaluru, Karnataka 560085",560085,http://ovumhospitals.com/,Karnataka, Children Hospitals ,,080 4669 8555,nskabra@gmail.com,dr.rsbedi@gmail.com,,,mgjindal@gmail.com,,,,,,,,,,,nskabra@gmail.com
Vignesh Children Hospital,"Madhugiri Rd, opposite to omkar hotel, Yallapura, Tumakuru, Karnataka 572106",572106,,Karnataka, Children Hospitals ,,091414 44578,vigneshfertilityandchildrens@gmail.com,dr.santhoshv@gmail.com,,,ma.auditors@gmail.com,919141444578,,,,,,,,,,vigneshfertilityandchildrens@gmail.com
ATHARV Children Hospital,"Shivaji Rd, near, Upali Burj Area, Vijayapura, Karnataka 586101",586101,,Karnataka, Children Hospitals ,,099007 78005,rakesh.1694@gmail.com,,,,rocfiling2012@gmail.com,09900778005,8073133934,,,,,,,,,rakesh.1694@gmail.com
Afiyah Maternity & Children Hospital,"4-570/5, Dargah Road, Sanghtrashwadi, Gulbarga, Karnataka 585104",585104,,Karnataka, Children Hospitals ,,084722 48594,info@riohospital.com,,,,sanjeevca2007@gmail.com,+919611178624,,,,,,,,,,info@riohospital.com
Badakali maternity And Children's Hospital,"Vijay Nagar, Vidayagiri, Bagalkot, Karnataka 587103",587103,,Karnataka, Children Hospitals ,,083542 33503,info@riohospital.com,,,,heilgers2008@gmail.com,8888888888,9113686319,,,,,,,,,info@riohospital.com
Ovum Woman & Child Speciality Hospital,"HIG Extension Road, Swamy Vivekananda Nagar, Hoskote, Karnataka 562114",562114,http://ovumhospitals.com/,Karnataka, Children Hospitals ,,080 2971 5454,,,,,drrkanand15852@gmail.com,,,,,,,,,,,
Sarji Clinic,"Unnamed Road, Holehonnur, Karnataka 577227",577227,http://sarjihospital.com/,Karnataka, Children Hospitals ,,098868 90444,contact@example.com,info@example.com,,,heilgers2008@gmail.com,,,,,,,,,,,contact@example.com
"Apollo Cradle - Best Maternity Hospital, Gynaecologist, Neonatologist, Paediatric, Child Specialist, Birth Centre in Koramangala, Bangalore","18th Main Road, 58, Pipe Line Rd, near Anand Sweets, 6th Block, Koramangala, Bengaluru, Karnataka 560095",560095,,Karnataka, Children Hospitals ,,098216 56657,,,,,agarwalp678@gmail.com,,,,,,,,,,,
Shashidar Reddy Children Hospital,"Bhagath Singh Nagar, Gandhi Nagar, Ballari, Karnataka 583103",583103,,Karnataka, Children Hospitals ,,083922 58524,healthcare@ask4healthcare.com,neelimabadarkhe15@gmail,narenderokalakunpla@gmail.c,,mca1969@gmail.com,8468223607,,,,,,,,,,healthcare@ask4healthcare.com
Vasavi Children Hospital,"Belagavi Road, Opp Old Syndicate Bank, Ramdurg, Karnataka 591123",591123,,Karnataka, Children Hospitals ,,083352 42661,,,,,gmfaagrigold@gmail.com,+918335242661,,,,,,,,,,
Dr. L. S. Kulkarni Centre For Child Care,"Vikas Nagar, Hubli, Karnataka 580021",580021,,Karnataka, Children Hospitals ,,0836 237 3437,drabhikulk@gmail.com,,,,clientsroc@gmail.com,08362373437,91-7406206311,,,,,,,,,drabhikulk@gmail.com
Regional Advanced Paediatric Care Center,"Old Kent Rd, Hampankatta, Mangalore, Karnataka 575001",575001,,Karnataka, Children Hospitals ,,0824 241 3283,,,,,gmfaagrigold@gmail.com,9789241565,,,,,,,,,,
BABY'S DAY OUT CHILDREN CLINIC AND MULTISPECIALITY CENTRE,"5, Sy.No.121/13, Gollahalli Main Rd, Electronic City, Bengaluru, Karnataka 560100",560100,https://babysdayoutchildrenclinic.business.site/,Karnataka, Children Hospitals ,,097421 98844,,,,,aca.k2a@gmail.com,,,,,,,,,,,
Gongadashetti Children Hospital,"Gorbal Rd, near HP Petrol Pump, Ilkal, Karnataka 587125",587125,,Karnataka, Children Hospitals ,,074112 70838,info@rainbowhospitals.in,vaccination@rainbowhospitals.in,,,vijayagopal.m@gmail.com,8448799504,9676838787,8008543030,,,,,,,,info@rainbowhospitals.in
Narayana Multispeciality Clinic Women And Child Center,"BDA Complex, Sector 6, HSR Layout, Bengaluru, Karnataka 560102",560102,http://www.narayanahealth.org/,Karnataka, Children Hospitals ,,1860 208 0208,info.nshg@narayanahealth.org,info.shimoga@narayanahealth.org,,,cs.vijeta@gmail.com,,,,,,,,,,,info.nshg@narayanahealth.org
Vatsalya children's clinic,"5th Cross Rd, Navanagar, Hubli, Karnataka 580025",580025,,Karnataka, Children Hospitals ,,088616 79916,hospitalvatsalyachildren@gmail.com,drpreetamathur@gmail.com,,,bijusmailbag@gmail.com,+91-9838713111,+91-9838585111,9838585111,,,,,,,,hospitalvatsalyachildren@gmail.com
Devakrupa children's clinic,"Kuvempu Rd, Sharavathi Nagar, Mission Compound, Shivamogga, Karnataka 577201",577201,,Karnataka, Children Hospitals ,,080 4965 2244,info@pioneerenvirolabs.com,,,,mpk927@gmail.com,,,,,,,,,,,info@pioneerenvirolabs.com
Bapuji Children's Hospital,"Aminpura, Banikatti, Koppal, Karnataka 583231",583231,,Karnataka, Children Hospitals ,,094803 16682,,,,,caparinpshah@gmail.com,,,,,,,,,,,
Koosamma Shambhu Shetty Memorial Haji Abdullah Mother & Child Hospital,"Thenkpete, Maruthi Veethika, Udupi, Karnataka 576101",576101,http://www.brsmch.com/,Karnataka, Children Hospitals ,,0820 253 6666,,,,,cssunnychadha@gmail.com,,,,,,,,,,,
Dr M B Nimbannavar Children Hospital,"sona complex, K C Rani Rd, Vidya Nagar, Kalasapur, Gadag, Karnataka 582101",582101,,Karnataka, Children Hospitals ,,083722 77272,itstaff.ulb.gadag@gmail.com,,,,giri.efiling@gmail.com,918372277272,,,,,,,,,,itstaff.ulb.gadag@gmail.com
Parimala Childrens Nursing Home,"5th A Cross Road, Banashankari Stage I, Banglore, Karnataka 560050",560050,,Karnataka, Children Hospitals ,,080 2242 2052,,,,,arasuaudit@gmail.com,,,,,,,,,,,
Hariram Children Hospital,"Mission Compound, Shivamogga, Karnataka 577201",577201,,Karnataka, Children Hospitals ,,081822 21009,,,,,chetn006@gmail.com,9829017060,918182221009,9335982127,9411453326,,,,,,,
"Apollo Cradle - Best Maternity Hospital, Gynaecologist, Neonatologist, Paediatric, Child Specialist, Birth Centre in Jayanagar, Bangalore","Raghavendra Swamy Mutt, 25, 47th Cross Rd, TMC Layout, 5th Block, Jayanagar, Bengaluru, Karnataka 560011",560011,,Karnataka, Children Hospitals ,,098216 56657,,,,,caparinpshah@gmail.com,,,,,,,,,,,
KID CARE CHILDREN'S HOSPITAL,"Plot No.49, behind chittari saw mill shree nagar, New Jewargi Rd, Gulbarga, Karnataka 585102",585102,,Karnataka, Children Hospitals ,,094489 78170,info@rainbowhospitals.in,,,,anmehta.ca@gmail.com,,,,,,,,,,,info@rainbowhospitals.in
Ritisha Children Clinic,"No 11, 1st Main, Club Road, Near-Asha Sweets, Bengaluru, Karnataka 560104",560104,,Karnataka, Children Hospitals ,,099001 45198,,,,,intech999@gmail.com,,,,,,,,,,,
Dr: Vijaykumar hospital .children specialist,"Shree Nagar, Belgaum, Karnataka 590017",590017,,Karnataka, Children Hospitals ,,093439 89614,appointments@meetmydoctor.in,ijayk98222@gmail.com,,,info.roc7412@gmail.com,+91-9591027967,+91 -9582472116,,,,,,,,,appointments@meetmydoctor.in
Srihari Child Care Centre,"Parvathi Nagar Main Rd, near Durgamma Temple, KHB Colony, Bhagath Singh Nagar, Gandhi Nagar, Ballari, Karnataka 583101",583101,,Karnataka, Children Hospitals ,,099807 24934,,,,,csvishalsoni@gmail.com,,,,,,,,,,,
Ovum Woman & Child Speciality Hospital,"220, 7th Main Rd, HRBR Layout 1st Block, HRBR Layout, Banaswadi, Bengaluru, Karnataka 560043",560043,http://ovumhospitals.com/,Karnataka, Children Hospitals ,,080 4530 9999,,,,,kumarmdilip@gmail.com,,,,,,,,,,,
Kadalgikar Maternity & Children's Hospital,"3147, Market Rd, near BAFNA JEWELLERS, Raviwar-peth, Gokak, Karnataka 591307",591307,,Karnataka, Children Hospitals ,,083322 25262,info@riohospital.com,patientcare.whitefield@asterhospital.com,,,rkaclients@gmail.com,9372142836,9739474945,7760919550,,,,,,,,info@riohospital.com
Sanjivini Children's Hospital,"H K Rd, near Shivaji Cirle, Mudhol, Karnataka 587313",587313,,Karnataka, Children Hospitals ,,083502 83090,info.raipur@srisathyasaisanjeevani.com,care.sanjeevanihospital@gmail.com,,,hermanproperties@gmail.com,,,,,,,,,,,info.raipur@srisathyasaisanjeevani.com
SAJJALASHREE CHILDREN HOSPITAL,"By-pass Rd, Lingsugur, Karnataka 584122",584122,,Karnataka, Children Hospitals ,,085372 58688,gmetipatil@gmail.com,drdeepah@gmail.com,info@rainbowhospitals.in,,rajendrajoshi.cs@gmail.com,918537258688,9008946655,9886759260,,,,,,,,gmetipatil@gmail.com
Dr Nagendra M (Eshwar Child Care Clinic),"376, West Of Chord Road, Near-Apex Bank, Mahalakshmipuram 2nd Stage, Bengaluru, Karnataka 560086",560086,,Karnataka, Children Hospitals ,,099864 82840,,,,,asa.acs@gmail.com,8951794361,8745360000,,,,,,,,,
Aikya Mother Child & Bone Clinic,"Akshaya Nagar 1st Block, Ramamurthy Nagar, Bengaluru, Karnataka 560016",560016,,Karnataka, Children Hospitals ,,073539 50055,hello@ecosia.org,,,,manojraj.associates@gmail.com,8993959800,,,,,,,,,,hello@ecosia.org
Danagouda Children Hospital,"Saundatti-Yellamma, Karnataka 591126",591126,,Karnataka, Children Hospitals ,,083302 23800,,,,,srpaico933@gmail.com,,,,,,,,,,,
Vitthal Institute Of Child Health,"kala bhavan, Dharwad-Belgaum Rd, Narayanpura, Dharwad, Karnataka 580008",580008,http://www.vithalchildrenshospital.com/,Karnataka, Children Hospitals ,,0836 244 0387,you@yourdomain.com,,,,kailash.khanna@gmail.com,9845816404,9845811404,,,,,,,,,you@yourdomain.com
Nimhans Child Psychiatry Centre,"17, 8th Main Road, 1st Block, Someshwara Nagar, Jayanagar, Bengaluru, Karnataka 560029",560029,http://www.nimhans.ac.in/,Karnataka, Children Hospitals ,,080 2699 5340,cpcnimhans@gmail.com,capnimhans@gmail.com,,,sajiniremesh@gmail.com,08026995340,08026995892,08026995351,,,,,,,,cpcnimhans@gmail.com
SARJI CHILDREN'S AND GYNIC HOSPITAL,"Tilak Nagar, Durgigudi, Shivamogga, Karnataka 577201",577201,http://www.sarjihospital.com/,Karnataka, Children Hospitals ,,081824 05505,contact@example.com,info@example.com,,,rkmaskaracompany@gmail.com,,,,,,,,,,,contact@example.com
Women and Children Hospital,"NH 69, Sagar, Karnataka 577401",577401,,Karnataka, Children Hospitals ,,082775 10528,last@womens-childrens.com,bwc.appointments@nhs.net,,,spa.alpy@gmail.com,,,,,,,,,,,last@womens-childrens.com
Moon Maternity & Children's Hospital,"Mandoli Rd, Dwarka Nagar, Shivaji Colony, Godse Nagar, Belgaum, Karnataka 590006",590006,http://www.moonmaternity.in/,Karnataka, Children Hospitals ,,0831 297 0123,,,,,cshkbakshi2011@gmail.com,,,,,,,,,,,
Ovum Birthing Center,"#916, 5th A Cross, Outer Ring Rd, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",560043,http://ovumhospitals.com/,Karnataka, Children Hospitals ,,080 4625 3900,ovum.hospitals@gmail.com,adarshreddys@gmail.com,,,mvdrgudipati@gmail.com,,,,,,,,,,,ovum.hospitals@gmail.com
"DR. VIJAYKUMAR, Tirumala Children's Hospital","Adarsh Colony, Sindhanur, Karnataka 584128",584128,,Karnataka, Children Hospitals ,,094482 14194,drh.vijay@gmail.com,drhparamesh@gmail.com,,,pranavaggarwal1985@gmail.com,919448214194,9845022689,,,,,,,,,drh.vijay@gmail.com
Sidrameshwar children hospital,"Harugeri Main Rd, Harugeri, Karnataka 591220",591220,,Karnataka, Children Hospitals ,,078292 35135,dchirla@gmail.com,abhinav.hospital@gmail.com,,,razdan8107@gmail.com,09849790003,,,,,,,,,,dchirla@gmail.com
Children Care Center,"Bharati Nagar, Sanmati Nagar, Rani Chennamma Nagar, Dharwad, Karnataka 580007",580007,,Karnataka, Children Hospitals ,,088844 09215,,,,,ca.mehta.co@gmail.com,,,,,,,,,,,
Chinemayagiri Maternity & Children's Hospital,"Near M.S.K. Mill, Ring Road, Gulbarga, Karnataka 585103",585103,,Karnataka, Children Hospitals ,,084722 54706,dr.basawarajpatil@gmail.com,seniorcitizen@mdindia.com,,,companytaxservices@gmail.com,,,,,,,,,,,dr.basawarajpatil@gmail.com
Vaatsalya Child Care & Surgical Centre,"# 1, Meenaxi chowk, Near Jyoti medicals, Shaikh complex, 2, Shahu Nagar, Vijayapura, Karnataka 586101",586101,,Karnataka, Children Hospitals ,,095351 00500,info@vaatsalyachildcare.com,info@vatsalyachildandsurgicalcare.com,,,skr.associates@gmail.com,9535100500,9838585111,,,,,,,,,info@vaatsalyachildcare.com
Sapthagiri Childrens Clinic,"Subramanyapura Road, BHCS Layout II Stage, 2nd Stage, Uttarahalli Hobli, Bengaluru, Karnataka 560061",560061,,Karnataka, Children Hospitals ,,090194 92724,kr.kala3@gmail.com,,,,pasaridnb@gmail.com,9845396568,,,,,,,,,,kr.kala3@gmail.com
Dr Veerabhadra V Mallad ( Rainbow Chidren’s Hospital),"rainbow children’s hospital, Doddanekundi, Marathahalli, Bengaluru, Karnataka 560037",560037,,Karnataka, Children Hospitals ,,097422 40815,anupamamogh1@gmail.com,,,,care.kps@gmail.com,9980513336,,,,,,,,,,anupamamogh1@gmail.com
Sai Childrens Hospital & Neonatal Care Centre,"Vikrampur, Athani, Karnataka 591304",591304,,Karnataka, Children Hospitals ,,082892 51243,saisivahospital@gmail.com,dranushayadav@gmail.com,info@rainbowhospitals.in,,pvtcodetails@gmail.com,7816011921,9441432370,,,,,,,,,saisivahospital@gmail.com
JAYALAKSHMI CLINIC,"Daivasparsha, #03 block no. 39 saibaba mandir road, circle, Vinobanagar, Sagar, Karnataka 577401",577401,,Karnataka, Children Hospitals ,,099725 15275,info@medicalkerala.com,medicalkerala.com@gmail.com,,,csdkdubey@gmail.com,9820352997,,,,,,,,,,info@medicalkerala.com
"Dr. Jagdish Mali, Childrens Hospital, X-ray & Diagnostic Centre","Satti road, Haluvalli, Kanak Nagar, Athani, Karnataka 591304",591304,,Karnataka, Children Hospitals ,,082892 51039,,,,,cahimanshukumar@gmail.com,,,,,,,,,,,
Sparsham Childcare Hospital ( Unit Of Sparsh Childcare Solutions Llp),"VITHOBA NAGAR, Hosur, Karnataka 580021",580021,http://www.sparshchildhospital.com/,Karnataka, Children Hospitals ,,0836 227 7656,pkwari@rediffmail.com,,,,antimaandgoelca@gmail.com,+917619239324,,,,,,,,,,pkwari@rediffmail.com
Kanchi Dr P V,"Childrens Nursing Home, Koppikar Road, Koppikar Road, near Cbt, Hubli, Karnataka 580020",580020,,Karnataka, Children Hospitals ,,0836 226 8365,vgeetha@kanchiuniv.ac.in,gitavenkat.82@gmail.com,vc@kanchiuniv.ac.in,,bas9900@gmail.com,hello@ecosia.org,,,,,,,,,,vgeetha@kanchiuniv.ac.in
Manipal Hospital Transfusion Services Blood Bank,"East St, Konena Agrahara, Ward, East Zone, Bengaluru, Karnataka 560017",560017,http://www.manipalhospitals.com/,Karnataka, Cord Blood Banks ,,080 2502 4357,bloodbank@manipalhospitals.com,,,,advbjha@gmail.com,,,,,,,,,,,bloodbank@manipalhospitals.com
DATRI Blood Stem Cell Donors Registry,"33, NovoJuris Services Private limited, 3, Meanee Ave Rd, Hermit Colony, Halasuru, Karnataka 560042",560042,http://datri.org/,Karnataka, Cord Blood Banks ,,080 4092 4173,info@datri.org,,,,skpat09@gmail.com,,,,,,,,,,,info@datri.org
DATRI Blood Stem Cell Donors Registry,"Bootstar co Working Space, Sanjay Nagar, RMZ 2nd Stage Near Ashwath Nagar Bus Stop, Land Mark: Nirmal Jewelers Building 4th Floor, Bengaluru, Karnataka 560094",560094,https://datri.org/,Karnataka, Cord Blood Banks ,,044 4079 5300,info@datri.org,,,,company.kka@gmail.com,7305791999,,,,,,,,,,info@datri.org
J. S. S. Hospital Blood Bank,"JSS Hospital, Ramanuja Rd, Vani Vilas Mohalla, Mysuru, Karnataka 570004",570004,http://www.jsshospital.in/,Karnataka, Cord Blood Banks ,,0821 233 5555,contact@jsshospital,contact@jsshospital.in,,,sivarajanca@gmail.com,9986649850,,,,,,,,,,contact@jsshospital
Cordlife Sciences India Pvt. Ltd,"3169/I, SECOND FLOOR SERVICE ROAD, HAL 2nd Stage, Bengaluru, Karnataka 560008",560008,https://cordlifeindia.com/,Karnataka, Cord Blood Banks ,,097420 50101,hr@cordlifeindia.com,,,,nkaggarwal457@gmail.com,9007322520,,,,,,,,,,hr@cordlifeindia.com
LifeCell International Pvt. Ltd,"657, 2nd Floor, Above KTM Kawasaki Showroom, Binnamangala Nagar, 100 Feet Rd, Stage 1, Indiranagar, Bengaluru, Karnataka 560038",560038,http://www.lifecell.in/,Karnataka, Cord Blood Banks ,,080 4152 1019,porto@gmail.com,porto@portotemplate.com,contactus@lifecell,,ruiagroup29@gmail.com,last_initial@lifecell.in,mahesh.d@lifecell.in,doe-j@lifecell.in,,,,,,,,porto@gmail.com
"cordlife sciences india pvt.ltd, bangalore","220, MM Road, Doddigunta, Cox Town, Bengaluru, Karnataka 560005",560005,http://cordlifeindia.com/,Karnataka, Cord Blood Banks ,,097420 80101,,,,,suramca@gmail.com,,,,,,,,,,,
iCREST-International Stemcell Services Limited,"9, 1st Main Rd, Sampangi Rama Nagara, Sampangi Rama Nagar, Bengaluru, Karnataka 560027",560027,http://www.internationalstemcellservices.com/,Karnataka, Cord Blood Banks ,,080 4114 8009,,,,,casharmasanjeev@gmail.com,,,,,,,,,,,
Cryo Stemcell Private Limited,"437, 40th Cross Rd, 6th Block, 5th Block, Jayanagar, Bengaluru, Karnataka 560041",560041,http://www.cryostemcell.in/,Karnataka, Cord Blood Banks ,,076769 97616,cryostem2003@gmail.com,info@cryostemcell.in,xxxx@cryostemcell.in,,bndudani1@gmail.com,marketing@cryoviva.in,info@cryo-cell.com,,,,,,,,,cryostem2003@gmail.com
LifeCell International Pvt. Ltd,"Sun Surgicals and Pharmaceuticals near Sanjay medical Behind, Amruth Theatre Rd, Vidya Nagar, Karnataka 580021",580021,http://www.lifecell.in/,Karnataka, Cord Blood Banks ,,094482 75671,porto@gmail.com,porto@portotemplate.com,contactus@lifecell,,v4u.compliance@gmail.com,last_initial@lifecell.in,mahesh.d@lifecell.in,doe-j@lifecell.in,,,,,,,,porto@gmail.com
Cryovault Biotech India Pvt. Ltd.,"Arden Fair, Swami Vivekananda Rd, Sakshi Nagar, Pai Layout, Mahadevapura, Bengaluru, Karnataka 560016",560016,http://cryovault.in/,Karnataka, Cord Blood Banks ,,076249 16800,haritha_ponnam@cryovault.in,ca.bellala@gmail.com,,,sriniacs@gmail.com,9652001221,,,,,,,,,,haritha_ponnam@cryovault.in
"Stemcyte INDIA Therapeutics Pvt Ltd.,,","Vidyarthi Bhavan Road, Near Kodialbail Post office,, Kodialbail,, Mangalore, Karnataka 575003",575003,http://stemcyteindia.com/,Karnataka, Cord Blood Banks ,,0824 249 1249,rashah@stemcyteindia.in,axxxxxxxd@stemcyt,axxxxd@stemcytein,,jessyindia25@gmail.com,uxxxxxxxxd@stemcy,,,,,,,,,,rashah@stemcyteindia.in
LifeCell International Pvt. Ltd,"Ananth Prasad, Pandeshwara New Rd, Pandeshwar, Mangalore, Karnataka 575001",575001,http://www.lifecell.in/,Karnataka, Cord Blood Banks ,,073537 56161,porto@gmail.com,porto@portotemplate.com,contactus@lifecell,,bhavin.ratanghayra@gmail.com,last_initial@lifecell.in,mahesh.d@lifecell.in,doe-j@lifecell.in,,,,,,,,porto@gmail.com
Manappuram Gold,"Badami, Karnataka 587201",587201,,Karnataka, Cord Blood Banks ,,083572 20195,mail@manappuram.com,vipings@manappuram.com,recruitment1@manappuram.com,,bkc1000@gmail.com,9349311117,08554240049,08662578177,08822172995,08822684508,,,,,,mail@manappuram.com
AARTHI DIAGNOSTICS - RAJAJI NAGAR METRO,"68, Service Rd, West of Chord Road 2nd Stage, West of Chord Road, Stage 2, Nagapura, Bengaluru, Karnataka 560010",560010,http://www.aarthiscan.com/,Karnataka, Cord Blood Banks ,,070224 70224,info@aarthiscans.com,,,,my.client123@gmail.com,7022019158,09677133331,,,,,,,,,info@aarthiscans.com
NIMHANS Hospital,"Lakkasandra, Hombegowda Nagar, Bengaluru, Karnataka 560029",560029,http://nimhans.ac.in/contact-us/,Karnataka, Cord Blood Banks ,,080 2699 5000,sbm@nimhans.ac.in,sureshbm@gmail.com,nimhans@gmail.com,,krishi.2003@gmail.com,ms@nimhans.ac.in,admissions@nimhans.ac.in,telemedicine.nimhans@gmail.com,jram@nimhans.kar.nic.in,vc@nimhans.kar.nic.in,veenasatyanarayana@nimhansstreemanoraksha.in,wcdcounselling@gmail.com,nimhans.wellbeing@gm,,,sbm@nimhans.ac.in
Hanumanthnagar Lions Dialysis Center,"No. 18, 1st Floor, Next to SMGB Building, Hanumanthnagar, Bengaluru, Karnataka 560019",560019,http://www.lionsdialysiscentre.org/contact.html,Karnataka, Dialysis Centres ,,080 2661 6863,lionsdialysis@yahoo.in,,,,vijjay.sda@gmail.com,,,,,,,,,,,lionsdialysis@yahoo.in
"NephroPlus Dialysis Center at Basaveshwaranagar, Bengaluru","1st Floor, Pranav Bearing No 331, Above PUMA show room, Near 8th Main Bus stop,, Bengaluru, Karnataka 560079",560079,http://www.nephroplus.com/,Karnataka, Dialysis Centres ,,080 4152 6565,jobs@nephroplus.com,,,,aroracs2@gmail.com,,,,,,,,,,,jobs@nephroplus.com
